"","lngitude","latitude","pollinator"
"4343",-115.1636119,37.39293878,"antithetica"
"4345",-115.1744786,37.42017213,"antithetica"
"1836",-115.1137155,35.12360392,"antithetica"
"1837",-115.1355105,35.22350916,"antithetica"
"1848",-115.1410089,35.29450034,"antithetica"
"1868",-115.1175389,35.34211686,"antithetica"
"1903",-115.1218828,35.4199402,"antithetica"
"2409",-115.1057625,35.46817146,"antithetica"
"2425",-115.1126346,35.53998362,"antithetica"
"2440",-115.1073917,35.58642512,"antithetica"
"2434",-115.1494924,35.70716825,"antithetica"
"3842",-115.1344678,36.42960425,"antithetica"
"3845",-115.1479848,36.48208474,"antithetica"
"3876",-115.1459645,36.51885681,"antithetica"
"4365",-115.1161049,37.34451545,"antithetica"
"1881",-115.0747099,35.22120482,"antithetica"
"1900",-115.0864174,35.275609,"antithetica"
"1909",-115.0916152,35.34077265,"antithetica"
"1922",-115.0694848,35.39205487,"antithetica"
"1929",-115.0630282,35.4113455,"antithetica"
"2435",-115.0763159,35.46387394,"antithetica"
"2454",-115.0524933,35.50423235,"antithetica"
"2475",-115.0516479,35.56818098,"antithetica"
"3573",-115.0540406,35.62248307,"antithetica"
"4264",-115.0681852,36.68626769,"antithetica"
"4297",-115.0505449,36.70731821,"antithetica"
"4369",-115.0699286,37.21343877,"antithetica"
"4381",-115.0992269,37.34516245,"antithetica"
"4385",-115.0916259,37.35126445,"antithetica"
"1944",-115.0259549,35.39916992,"antithetica"
"1945",-115.0227212,35.40881407,"antithetica"
"3567",-115.0262732,35.49027833,"antithetica"
"2456",-115.0492585,35.51387633,"antithetica"
"3571",-115.0407406,35.56995934,"antithetica"
"3718",-115.0417533,35.84322385,"antithetica"
"3771",-115.0319991,35.87214638,"antithetica"
"3814",-115.0234282,35.92821188,"antithetica"
"3977",-115.0131098,36.44918166,"antithetica"
"3981",-115.0020742,36.45095531,"antithetica"
"4009",-115.0026627,36.63302577,"antithetica"
"4319",-115.005054,36.68728863,"antithetica"
"4288",-115.0437118,36.70525538,"antithetica"
"4383",-115.0420786,37.19757211,"antithetica"
"4388",-115.0301119,37.37417213,"antithetica"
"1925",-114.9886377,35.11093596,"antithetica"
"3562",-114.9965394,35.39485227,"antithetica"
"3646",-114.9759372,35.42555451,"antithetica"
"3670",-114.9662115,35.45448165,"antithetica"
"3695",-114.976196,35.51666091,"antithetica"
"3978",-114.9886643,36.39845744,"antithetica"
"4000",-114.9644994,36.43877007,"antithetica"
"4014",-114.9546386,36.4676744,"antithetica"
"4028",-114.9525241,36.50444344,"antithetica"
"4039",-114.9638163,36.59370936,"antithetica"
"4030",-114.9715823,36.60157372,"antithetica"
"4325",-114.992791,36.66193,"antithetica"
"4352",-114.9885866,36.73546056,"antithetica"
"4360",-114.9819937,36.75472836,"antithetica"
"3538",-114.9430505,35.33975286,"antithetica"
"3550",-114.9159499,35.38973023,"antithetica"
"3759",-114.9094548,35.40901248,"antithetica"
"3736",-114.9411786,35.46766337,"antithetica"
"3836",-114.9151775,35.54478851,"antithetica"
"3839",-114.9163245,35.57194177,"antithetica"
"3868",-114.919445,35.60863859,"antithetica"
"4010",-114.9457166,36.43267299,"antithetica"
"4026",-114.9403087,36.47907682,"antithetica"
"4047",-114.9304332,36.50797846,"antithetica"
"4048",-114.943822,36.56047941,"antithetica"
"4063",-114.9351069,36.61651295,"antithetica"
"4065",-114.9440458,36.65151142,"antithetica"
"3559",-114.8810292,35.34070933,"antithetica"
"3552",-114.8962913,35.35646279,"antithetica"
"3851",-114.8779212,35.44146267,"antithetica"
"3916",-114.8507419,35.49142054,"antithetica"
"3858",-114.887832,35.50365008,"antithetica"
"3957",-114.8585027,35.5903992,"antithetica"
"3910",-114.8956422,35.60262526,"antithetica"
"4074",-114.8576616,36.62885564,"antithetica"
"4068",-114.8809421,36.65246721,"antithetica"
"4691",-114.8503952,37.6145555,"antithetica"
"3913",-114.8496194,35.46426476,"antithetica"
"3950",-114.8376982,35.52997372,"antithetica"
"3970",-114.8322885,35.57640324,"antithetica"
"4073",-114.8499047,36.62098405,"antithetica"
"4696",-114.8148451,37.52483882,"antithetica"
"4702",-114.8222709,37.6171475,"antithetica"
"4703",-114.7719785,37.47897216,"antithetica"
"4705",-114.7953458,37.5953905,"antithetica"
"4710",-114.7880305,37.60984542,"antithetica"
"366",-114.5130592,35.77146106,"antithetica"
"364",-114.4594663,35.67095207,"antithetica"
"4396",-114.4532447,36.7379163,"antithetica"
"4718",-114.4542429,36.76505143,"antithetica"
"4403",-114.4629749,36.80008246,"antithetica"
"363",-114.4416336,35.6508034,"antithetica"
"4400",-114.4421536,36.7396381,"antithetica"
"4723",-114.4243255,36.76059574,"antithetica"
"4733",-114.4263021,36.81486546,"antithetica"
"4411",-114.3890885,36.71147834,"antithetica"
"4749",-114.3688445,36.76918107,"antithetica"
"4765",-114.3553312,36.80764671,"antithetica"
"4465",-114.3225486,36.72175845,"antithetica"
"4769",-114.3389305,36.76470417,"antithetica"
"4780",-114.3297398,36.82068653,"antithetica"
"4390",-114.2600115,35.5980053,"antithetica"
"4391",-114.2561782,35.6133053,"antithetica"
"4513",-114.2969808,36.73479189,"antithetica"
"4516",-114.2979224,36.76192832,"antithetica"
"4797",-114.2732697,36.80209231,"antithetica"
"4392",-114.2382282,35.64362197,"antithetica"
"4473",-114.2115342,36.29324583,"antithetica"
"4475",-114.2158155,36.31077505,"antithetica"
"4495",-114.2176303,36.36506205,"antithetica"
"4498",-114.2228273,36.4097327,"antithetica"
"4533",-114.205921,36.45780351,"antithetica"
"4552",-114.2000554,36.50417185,"antithetica"
"4599",-114.2027686,36.58559246,"antithetica"
"4573",-114.2147522,36.61103188,"antithetica"
"4603",-114.2415045,36.74331864,"antithetica"
"4575",-114.2492101,36.75122883,"antithetica"
"4820",-114.2476659,36.81511473,"antithetica"
"286",-114.1603601,34.74816371,"antithetica"
"283",-114.1794142,34.7807191,"antithetica"
"4408",-114.1624948,35.71288865,"antithetica"
"349",-114.194325,35.82159574,"antithetica"
"353",-114.1715968,35.88830999,"antithetica"
"354",-114.172093,35.91384998,"antithetica"
"4503",-114.1851966,36.27911443,"antithetica"
"4491",-114.1971256,36.30456033,"antithetica"
"4563",-114.1590314,36.38316706,"antithetica"
"4570",-114.1795269,36.44367232,"antithetica"
"4647",-114.1506383,36.46628965,"antithetica"
"4653",-114.1600833,36.5284893,"antithetica"
"4627",-114.1883027,36.5969039,"antithetica"
"4854",-114.1670421,36.62743729,"antithetica"
"4900",-114.15774,36.68341048,"antithetica"
"4922",-114.1509387,36.70263255,"antithetica"
"4885",-114.1903171,36.76934523,"antithetica"
"4942",-114.1699045,36.82701267,"antithetica"
"288",-114.1118609,34.69987028,"antithetica"
"287",-114.1338376,34.72292647,"antithetica"
"339",-114.1445271,34.82665931,"antithetica"
"340",-114.1461963,34.85289718,"antithetica"
"344",-114.1143547,35.63396022,"antithetica"
"343",-114.1148396,35.6592428,"antithetica"
"341",-114.1301342,35.70403812,"antithetica"
"4425",-114.1337282,35.77725533,"antithetica"
"4559",-114.1376899,36.29551143,"antithetica"
"4638",-114.1207549,36.34357364,"antithetica"
"4665",-114.1063231,36.35487683,"antithetica"
"4845",-114.1080601,36.40916394,"antithetica"
"4676",-114.1438549,36.48551369,"antithetica"
"4680",-114.1490164,36.53018427,"antithetica"
"4878",-114.1354336,36.56863012,"antithetica"
"4916",-114.1303956,36.64213147,"antithetica"
"4937",-114.1312758,36.66927051,"antithetica"
"4923",-114.1475368,36.71224337,"antithetica"
"4956",-114.1433873,36.81287642,"antithetica"
"293",-114.0634596,34.5899495,"antithetica"
"292",-114.0673567,34.63318461,"antithetica"
"290",-114.0889835,34.66675162,"antithetica"
"4389",-114.0740614,34.80623854,"antithetica"
"362",-114.0793889,35.74448659,"antithetica"
"4502",-114.0858782,35.86475534,"antithetica"
"4518",-114.0937283,35.97048868,"antithetica"
"4578",-114.0693949,36.04988869,"antithetica"
"4635",-114.0545116,36.0990387,"antithetica"
"4664",-114.0969441,36.2926663,"antithetica"
"4889",-114.0817015,36.3950108,"antithetica"
"4912",-114.0749069,36.41423177,"antithetica"
"4949",-114.0783409,36.52280114,"antithetica"
"4968",-114.0690074,36.69693866,"antithetica"
"4969",-114.0655953,36.70654719,"antithetica"
"294",-114.0409735,34.6994081,"antithetica"
"295",-114.0409618,34.74347621,"antithetica"
"296",-114.0497429,34.77941966,"antithetica"
"297",-114.0345928,34.80122912,"antithetica"
"356",-114.0325018,35.89187741,"antithetica"
"4945",-114.0443052,36.3825372,"antithetica"
"4947",-114.0485527,36.40007137,"antithetica"
"4977",-114.0468193,36.70031046,"antithetica"
"300",-113.9533493,34.74958578,"antithetica"
"299",-113.9920142,34.77430703,"antithetica"
"358",-113.9800236,35.8768852,"antithetica"
"4990",-113.9950616,36.84387214,"antithetica"
"4991",-113.9790783,36.8605888,"antithetica"
"302",-113.9196797,34.69445029,"antithetica"
"301",-113.9203664,34.72057115,"antithetica"
"361",-113.9300488,35.90944613,"antithetica"
"4419",-113.8662447,34.64738853,"antithetica"
"303",-113.8842286,34.66190747,"antithetica"
"5001",-113.8977116,37.06273883,"antithetica"
"306",-113.8127396,34.60446545,"antithetica"
"5003",-113.8085783,36.95680549,"antithetica"
"4488",-113.7942114,34.59098853,"antithetica"
"4517",-113.7734281,34.61552187,"antithetica"
"5004",-113.7967449,36.95457216,"antithetica"
"324",-113.7286128,34.39386762,"antithetica"
"323",-113.7404248,34.4217216,"antithetica"
"312",-113.7214932,34.52072504,"antithetica"
"309",-113.7483955,34.65468822,"antithetica"
"313",-113.686051,34.49614578,"antithetica"
"4868",-113.6936614,34.67953854,"antithetica"
"317",-113.6289185,34.47454394,"antithetica"
"320",-113.6066655,34.50878275,"antithetica"
"4960",-113.6291947,34.69840522,"antithetica"
"321",-113.59604,34.51236568,"antithetica"
"5765",-113.5842283,37.06593885,"antithetica"
"338",-113.4011255,34.20358165,"antithetica"
"4985",-113.3968946,34.19735517,"antithetica"
"4981",-113.396328,34.2011385,"antithetica"
"336",-113.3208529,34.17315065,"antithetica"
"335",-113.2817003,34.16153283,"antithetica"
"4992",-113.2251445,34.1536885,"antithetica"
"330",-113.1674052,34.18740592,"antithetica"
"332",-113.1427668,34.15447518,"antithetica"
"328",-113.0744417,34.1751504,"antithetica"
"5014",-113.0767945,34.22662186,"antithetica"
"327",-113.0362473,34.16828554,"antithetica"
